Fisher, Eddie	Eddie Fisher	Beautiful Things	1952	Beastie Boys	Get it Together	Ill Communication	1994	other
Pryor, Richard	That N----r's Crazy!	The Back Down	1974	Eazy-E	Eazy-Duz-It	Eternal E	1995	other
Pryor, Richard	That N----r's Crazy!	N----rs vs. the Police	1974	NWA	Appetite for Destruction	Niggaz4life	1991	other
Botkin, Perry & DeVorzon, Barry	Nadia's Theme	Cotton's Dream	1974	Mary J. Blige	No More Drama	No More Drama	2001	other
Botkin, Perry & DeVorzon, Barry	Nadia's Theme	Cotton's Dream	1974	Three 6 Mafia	Tear Da Club Up	Chapter 2: World Domination	1997	other
Hamlisch, Marvin	The Way We Were soundtrack	The Way We Were	1974	Lo-Fidelity Allstars	Lazer Sheep Dip Funk	How To Operate With A Blown Mind	1998	other
Mancini, Henry	Hangin' Out	Theme from the Girl from Petrovka	1974	Pete Rock	Tha Game	Soul Survivor	1998	other
Ferrante & Teicher	In a Soulful Mood	Christo Redentor	1974	Canibus	Channel Zero	Can-I-Bus	1998	other
Nero, Peter	Midnight Cowboy	Love Theme from 'Romeo & Juliet'	1974	Wu-Tang Clan	A Better Tomorrow	Forever	1997	other
Tomita	Snowflakes are Dancing	Golliwog's Cakewalk	1974	Beatnuts	Psycho Dwarf	Street Level	1994	other
Tomita	Snowflakes are Dancing	Passepied	1974	Dungeon Family	White Gutz	Even In Darkness	2001	other
Tomita	Snowflakes are Dancing	Passepied	1974	Talib Kweli and Hi-Tek	Too Late	Reflection Eternal	2000	other
Robinson, Matt	My Name is Roosevelt Franklin	Days of the Week	1974	Deltron 3030	Positive Contact	Deltron 3030	2001	other
20th Century Steel Band	Warm Heart, Cold Steel	Heaven & Hell is on Earth	1975	3rd Bass	Soul in the Hole	The Cactus Album (The Cactus CEE/D)	1989	other
20th Century Steel Band	Warm Heart, Cold Steel	Heaven & Hell is on Earth	1975	Black Eyed Peas	Say Goodbye	Behind The Front	1998	other
20th Century Steel Band	Warm Heart, Cold Steel	Heaven & Hell is on Earth	1975	Dream Warriors	Voyage Through the Multiverse	And Now The Legacy Begins	1991	other
20th Century Steel Band	Warm Heart, Cold Steel	Heaven & Hell is on Earth	1975	Jennifer Lopez	Jenny from the Block	This Is Me... Then	2002	other
20th Century Steel Band	Warm Heart, Cold Steel	Heaven & Hell is on Earth	1975	Jungle Brothers	Jungle Brother (True Blue)	V.I.P.	2000	other
20th Century Steel Band	Warm Heart, Cold Steel	Heaven & Hell is on Earth	1975	Salt-N-Pepa	Heaven and Hell	Very Necessary	1993	other
20th Century Steel Band	Warm Heart, Cold Steel	Heaven & Hell is on Earth	1975	Soul II Soul	Dance	1989 Keep On Movin'	1989	other
20th Century Steel Band	Warm Heart, Cold Steel	Heaven & Hell is on Earth	1975	Xzibit	LA Times	Restless	2001	other
9th Creation	Falling in Love	Bubble Gum	1975	3rd Bass	Derelicts of Dialect	Derelicts Of Dialect	1991	other
9th Creation	Falling in Love	Bubble Gum	1975	Mr. Bird	For Your Ears Only	Eats Worms	2001	other
9th Creation	Falling in Love	Bubble Gum	1975	Pete Rock & CL Smooth	Soul Brother #1	Soul Survivor	1998	other
9th Creation	Falling in Love	Bubble Gum	1975	Quasimoto	The Unseen	The Unseen	2000	other
9th Creation	Falling in Love	Rule of Mind	1975	3rd Bass	Derelicts of Dialect	Derelicts Of Dialect	1991	other
Average White Band	Cut the Cake	Schoolboy Crush	1975	Artifacts	What Goes On?	Between A Rock And A Hard Place	1994	soul/funk/r&b
Average White Band	Cut the Cake	Schoolboy Crush	1975	Color Me Badd	Thinkin' Back	C.M.B.	1991	soul/funk/r&b
Average White Band	Cut the Cake	Schoolboy Crush	1975	De la Soul	Do as De La Does	3 Feet High And Rising	1989	soul/funk/r&b
Average White Band	Cut the Cake	Schoolboy Crush	1975	Eric B & Rakim	Microphone Fiend	The 18th Letter - The Book of Life	1997	soul/funk/r&b
Average White Band	Cut the Cake	Schoolboy Crush	1975	Fresh Kid Ice	From da Bottom to Da Top	The Chinaman	1992	soul/funk/r&b
Average White Band	Cut the Cake	Schoolboy Crush	1975	Janet Jackson	New Agenda	Janet	1993	soul/funk/r&b
Average White Band	Cut the Cake	Schoolboy Crush	1975	Kwame	Thatthewaydatitgoez	Nastee	1992	soul/funk/r&b
Average White Band	Cut the Cake	Schoolboy Crush	1975	Diana King	Shy Guy	Tougher Than Love	1995	soul/funk/r&b
Average White Band	Cut the Cake	Schoolboy Crush	1975	Lench Mob	You and Your Heroes	Guerillas In Tha Mist?	1992	soul/funk/r&b
Average White Band	Cut the Cake	Schoolboy Crush	1975	Nas	Halftime	Illmatic	1994	soul/funk/r&b
Average White Band	Cut the Cake	Schoolboy Crush	1975	Public Enemy	Pollywanacraka	Fear Of A Black Planet	1990	soul/funk/r&b
Average White Band	Cut the Cake	Schoolboy Crush	1975	Rodney O & Joe Cooley	Nutty Block	Get Ready To Roll	1991	soul/funk/r&b
Average White Band	Cut the Cake	Schoolboy Crush	1975	X-Clan	Grand Verbalizer, What Time is It?	To The East, Blackwards	1990	soul/funk/r&b
Average White Band	Cut the Cake	If I Ever Lose this Heaven	1975	De la Soul	Foolin'	Art Official Intelligence: Mosaic Thump	2000	soul/funk/r&b
Average White Band	Cut the Cake	If I Ever Lose this Heaven	1975	Gumbo	The Jungle	Droppin' Soulful H2O On The Fiber	1993	soul/funk/r&b
Black Heat	Keep on Runnin'	Zimba Ku	1975	Eric B & Rakim	Step Back	Let The Rhythm Hit 'Em	1990	soul/funk/r&b
Black Heat	Keep on Runnin'	Zimba Ku	1975	Heavy D	Letter to the Future	Peaceful Journey	1991	soul/funk/r&b
Black Heat	Keep on Runnin'	Zimba Ku	1975	Kool G Rap	Erase Racism	Wanted: Dead Or Alive	1990	soul/funk/r&b
Black Heat	Keep on Runnin'	Zimba Ku	1975	NWA	To Kill a Hooker	Niggaz4life	1991	soul/funk/r&b
Black Heat	Keep on Runnin'	Zimba Ku	1975	People Under the Stairs	Youth Explosion	Question In The Form Of An Answer	2000	soul/funk/r&b
Black Heat	Keep on Runnin'	Zimba Ku	1975	Pete Rock & CL Smooth	Take You There	The Main Ingredient	1994	soul/funk/r&b
Black Heat	Keep on Runnin'	Something Extra	1975	Notorious BIG	Machine Gun Funk	Ready To Die	1994	soul/funk/r&b
Blue Magic	Thirteen Blue Magic Lane	Born on Halloween	1975	Dilated Peoples	Right and Exact	Deta Lideracy Project (Dilated Classics)	2002	soul/funk/r&b
Brass Construction	Brass Construction I	Changin'	1975	Jill Scott	Gimme	Experience: Jill Scott 826&#043; [Live] (Disc 2)	2001	soul/funk/r&b
Brass Construction	Brass Construction I	Changin'	1975	Schoolly D	Black Jesus	Am I Black Enough For You?	1989	soul/funk/r&b
Brick	Good High	Dazz	1975	Compton's Most Wanted	Compton 4 Life	Music To Driveby	2002	soul/funk/r&b
Brick	Good High	Dazz	1975	Ice Cube	No Vaseline	Death Certificate	1991	soul/funk/r&b
Brick	Good High	Dazz	1975	Snoop Dogg	Snoopafella	Top Dogg	1999	soul/funk/r&b
Brown, James	Reality	Funky President	1975	2 Live Crew	So Funky	Banned In The U.S.A.	1990	soul/funk/r&b
Brown, James	Reality	Funky President	1975	2nd II None	More than a Player	2nd II None	1991	soul/funk/r&b
Brown, James	Reality	Funky President	1975	A Tribe Called Quest	Show Business	The Low End Theory	1991	soul/funk/r&b
Brown, James	Reality	Funky President	1975	A Tribe Called Quest	Oh My God	Midnight Marauders	1993	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Beastie Boys	Hey Ladies	The Sounds Of Science (Disc 2)	1999	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Brand Nubian	To the Right	One For All	1990	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Brand Nubian	All for One	One For All	1990	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Da King & I	What's up Doc	Contemporary Jeep Music	1993	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Das EFX	They Want EFX	Dead Serious	1992	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Das EFX	East Coast	Dead Serious	1992	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Das EFX	Looseys	Dead Serious	1992	soul/funk/r&b
Brown, James	Reality	Funky President	1975	De la Soul	Brain-Washed Follower	3 Feet High And Rising Bonus Disc	2000	soul/funk/r&b
Brown, James	Reality	Funky President	1975	DJ Jazzy Jeff & the Fresh Prince	Who Stole My Car?	And In This Corner	1989	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Eric B & Rakim	Eric B is President	Paid in Full	1987	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Eric B & Rakim	Eric B Made My Day	Let The Rhythm Hit 'Em	1990	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Eric B & Rakim	The Rhyme Goes On	Paid in Full	1987	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Fam-Lee	She's So Real	Runs In The Fam-Lee	1992	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Geto Boys	Read These Nikes	The Geto Boys	1990	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Ghostface Killah	Mighty Healthy	Supreme Clientele	2000	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Guru	Take a Look (At Yourself)	Jazzmatazz Volume 1	1993	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Guru	Trust Me	Jazzmatazz Volume 1	1993	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Heavy D	We Got Our Own Thang	Big Tyme	1989	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Heavy D	Gyrlz, They Love Me	Big Tyme	1989	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Ice Cube	I Wanna Kill Sam	Death Certificate	1991	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Ice Cube	Horny Lil' Devil	Death Certificate	1991	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Ice Cube	Jackin' for Beats	Greatest Hits	2001	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Joint Ventures	Interview	Itz Da Joint	1994	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Kid 'N Play	Last Night	2 Hype	1988	soul/funk/r&b
Brown, James	Reality	Funky President	1975	King Just	Warriors Drum	Mystics Of The God	1995	soul/funk/r&b
Brown, James	Reality	Funky President	1975	KRS-One	Outta Here	A Retrospective	2000	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Kurtis Blow	Still on the Scene	Best Of .... Rappin'	1990	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Large Professor	I Juswannachill	I Juswannachill (Disc 5)	1996	soul/funk/r&b
Brown, James	Reality	Funky President	1975	LL Cool J	Fast Peg	Walking With A Panther	1989	soul/funk/r&b
Brown, James	Reality	Funky President	1975	LL Cool J	6 Minutes of Pleasure	Mama Said Knock You Out	1990	soul/funk/r&b
Brown, James	Reality	Funky President	1975	LL Cool J	To Da Break of Dawn	Mama Said Knock You Out	1990	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Lord Finesse	Hey! Look at Shorty	Return Of The Funky Man	1991	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Naughty by Nature	Guard Your Grill	Nature's Finest	1995	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Naughty by Nature	Hip Hop Hooray	Nature's Finest	1995	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Nice & Smooth	Sex, Sex, Sex	Ain't A Damn Thing Changed	1991	soul/funk/r&b
Brown, James	Reality	Funky President	1975	NWA	F--k tha Police	NWA - Greatest Hitz	2002	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Pete Rock & CL Smooth	Anger in the Nation	Mecca &#038; The Soul Brother	1992	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Pete Rock & CL Smooth	Da Two	Soul Survivor	1998	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Pete Rock & CL Smooth	Tell Me	The Main Ingredient	1994	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Pete Rock & CL Smooth	Skinz	Mecca &#038; The Soul Brother	1992	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Poor Righteous Teachers	Rock Dis Funky Joint	Holy Intellect	1990	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Public Enemy	Fight the Power	Fear Of A Black Planet	1990	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Run-DMC	Not Just Another Groove	Back From Hell	1990	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Salt-N-Pepa	Shake Your Thing	Salt 'n' Pepper The Greatest Hits	1991	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Slick Rick	Why, Why, Why	Art Of Storytelling	1999	soul/funk/r&b
Brown, James	Reality	Funky President	1975	Stetsasonic	Uda Man	Blood, Sweat &#038; No Tears	1991	soul/funk/r&b
Brown, James	Reality	All for One	1975	Brand Nubian	All for One	One For All	1990	soul/funk/r&b
Brown, James	Everybody's Doin' the Hustle and Dead on the Double Bump	Your Love	1975	Boogie Down Productions	The Kenny Parker Show	Edutainment	1990	soul/funk/r&b
Castor, Jimmy Bunch	Supersound	King Kong	1975	Coldcut	Stop this Crazy Thing	What's That Noise	1989	soul/funk/r&b
Castor, Jimmy Bunch	Supersound	King Kong	1975	Jungle Brothers	Sounds of the Safari	Straight Out The Jungle	1988	soul/funk/r&b
Chicago Gangsters	Blind over You	Gangster Boogie	1975	Compton's Most Wanted	Gangsta Shot Out	Straight Checkn 'Em?	1991	soul/funk/r&b
Chicago Gangsters	Blind over You	Gangster Boogie	1975	Eric B & Rakim	The Punisher	The 18th Letter - The Book of Life	1997	soul/funk/r&b
Chicago Gangsters	Blind over You	Gangster Boogie	1975	Kool Moe Dee	Gangsta Boogie	Funke Funke Wisdom	1991	soul/funk/r&b
Chicago Gangsters	Blind over You	Gangster Boogie	1975	LL Cool J	Mama Said Knock You Out	All World	1996	soul/funk/r&b
Chicago Gangsters	Blind over You	Gangster Boogie	1975	Schoolly D	Gangster Boogie	Am I Black Enough For You?	1989	soul/funk/r&b
Chocolate Milk	Action Speaks Louder than Words	Action Speaks Louder than Words	1975	Eric B & Rakim	Move the Crowd	Paid in Full	1987	soul/funk/r&b
Chocolate Milk	Action Speaks Louder than Words	Action Speaks Louder than Words	1975	Solo	Where Do U Want Me to Put It	Solo	1995	soul/funk/r&b
Earth, Wind & Fire	That's the Way of the World	Shining Star	1975	De la Soul	A Roller Skating Jam Named 'Saturdays'	De La Soul Is Dead	1991	soul/funk/r&b
Earth, Wind & Fire	That's the Way of the World	Shining Star	1975	MC Lyte	Paper Thin	The Very Best Of MC Lyte - The Very Best Of MC Lyte	2001	soul/funk/r&b
Earth, Wind & Fire	That's the Way of the World	Shining Star	1975	The Roots	The 'Notic	The Roots Come Alive! (Disc 1)	1999	soul/funk/r&b
Earth, Wind & Fire	That's the Way of the World	Shining Star	1975	Sunz of Man	Shining Star	The Last Shall Be First	1998	soul/funk/r&b
Earth, Wind & Fire	That's the Way of the World	Shining Star	1975	Terminator X	It All Comes Down to Money	Super Bad	1994	soul/funk/r&b
Earth, Wind & Fire	Gratitude	Sunshine	1975	Arrested Development	Natural	3 Years, 5 Months &#038; 2 Days In The Life Of...	1992	soul/funk/r&b
Earth, Wind & Fire	Gratitude	Sunshine	1975	Wyclef Jean	To All the Girls	The Carnival	1997	soul/funk/r&b
Earth, Wind & Fire	Gratitude	Shining Star	1975	Public Enemy	Prophets of Rage	It Takes A Nation Of Millions To Hold Us Back	1988	soul/funk/r&b
Earth, Wind & Fire	Gratitude	Reasons	1975	Bone Thugs-N-Harmony	Budsmokers Only	E. 1999 Eternal	1998	soul/funk/r&b
Fair, Yvonne	The B---h is Black	Let Your Hair Down	1975	Biz Markie	Check it Out	The Biz Never Sleeps (The Diabolical Biz Markie)	1989	soul/funk/r&b
Fair, Yvonne	The B---h is Black	Let Your Hair Down	1975	Jay-Z	Where I'm From	In My Lifetime, Vol. 1	1997	soul/funk/r&b
Fatback (Band, The)	Yum Yum	Gotta Learn How to Dance	1975	Crucial Conflict	Hay	The Final Tic	1996	soul/funk/r&b
Fatback (Band, The)	Yum Yum	Gotta Learn How to Dance	1975	Everlast	Death Comes Callin'	Collection	2002	soul/funk/r&b
Fatback (Band, The)	Yum Yum	Gotta Learn How to Dance	1975	Groove Armada	My Friend	Goodbye Country (Hello Nightclub)	2001	soul/funk/r&b
Fatback (Band, The)	Yum Yum	Gotta Learn How to Dance	1975	Kool G Rap	The Streets of New York	Wanted: Dead Or Alive	1990	soul/funk/r&b
Fatback (Band, The)	Yum Yum	Let the Drums Speak	1975	Jungle Brothers	Acknowledge Your Own History	Done By The Forces Of Nature	1989	soul/funk/r&b
Fatback (Band, The)	Raising Hell	Put Your Love (In My Tender Care)	1975	Beastie Boys	High Plains Drifter	Paul's Boutique	1989	soul/funk/r&b
Fatback (Band, The)	Raising Hell	Put Your Love (In My Tender Care)	1975	Bjork	One Day	Debut	1993	soul/funk/r&b
Fatback (Band, The)	Raising Hell	Put Your Love (In My Tender Care)	1975	Kool G Rap	Money in the Bank	Wanted: Dead Or Alive	1990	soul/funk/r&b
Fatback (Band, The)	Raising Hell	Put Your Love (In My Tender Care)	1975	MadKap	Beddie-Bye	Look Ma Duke, No Hands	1993	soul/funk/r&b
Fatback (Band, The)	Raising Hell	Put Your Love (In My Tender Care)	1975	Naughty by Nature	Written on Ya Kitten	Nature's Finest	1995	soul/funk/r&b
Fatback (Band, The)	Raising Hell	Put Your Love (In My Tender Care)	1975	Pharcyde	Soul Flower	Bizarre Ride II The Pharcyde	1992	soul/funk/r&b
Fatback (Band, The)	Raising Hell	Put Your Love (In My Tender Care)	1975	ShowBiz & A.G.	Fat Pockets	Runaway Slave	1992	soul/funk/r&b
Fatback (Band, The)	Raising Hell	Put Your Love (In My Tender Care)	1975	Yvette Michelle	DJ Keep Playin'	My Dream	1997	soul/funk/r&b
Franklin, Aretha	You	It Only Happens (When I Look at You)	1975	De la Soul	Long Island Degrees	Stakes Is High	1996	soul/funk/r&b
Frazier, Ceasar	Caeser Frazier 75	Summer Breeze	1975	Arrested Development	Ease My Mind	Zingalamaduni	1994	soul/funk/r&b
Funk Factory	Funk Factory	Rien Ne Va Plus	1975	Beastie Boys	Car Thief	Paul's Boutique	1989	soul/funk/r&b
Funkadelic	Let's Take it to the Stage	Let's Take it to the Stage	1975	Brand Nubian	Slow Down	One For All	1990	soul/funk/r&b
Funkadelic	Let's Take it to the Stage	Get Off Your Ass and Jam	1975	A Tribe Called Quest	The Pressure	Beats Rhymes &#038; Life	1996	soul/funk/r&b
Funkadelic	Let's Take it to the Stage	Get Off Your Ass and Jam	1975	A Tribe Called Quest	Rhythm	People's Instinctive Travels And Paths Of Rhythm	1990	soul/funk/r&b
Funkadelic	Let's Take it to the Stage	Get Off Your Ass and Jam	1975	Coolio	County Line	It Takes a Thief	1994	soul/funk/r&b
Funkadelic	Let's Take it to the Stage	Get Off Your Ass and Jam	1975	Eazy-E	Eazy-Duz-It	Eternal E	1995	soul/funk/r&b
Funkadelic	Let's Take it to the Stage	Get Off Your Ass and Jam	1975	Ice T	99 problems	Home Invasion	1993	soul/funk/r&b
Funkadelic	Let's Take it to the Stage	Get Off Your Ass and Jam	1975	NWA	100 Miles and Runnin'	Greatest Hits	1996	soul/funk/r&b
Funkadelic	Let's Take it to the Stage	Get Off Your Ass and Jam	1975	Public Enemy	Bring the Noise	It Takes A Nation Of Millions To Hold Us Back	1988	soul/funk/r&b
Funkadelic	Let's Take it to the Stage	Get Off Your Ass and Jam	1975	Schoolly D	Get Off Your A-s and Get Involved	Am I Black Enough For You?	1989	soul/funk/r&b
Funkadelic	Let's Take it to the Stage	No Head, No Backstage Pass	1975	Eric B & Rakim	Lyrics of Fury	The 18th Letter - The Book of Life	1997	soul/funk/r&b
Funkadelic	Let's Take it to the Stage	Atmosphere	1975	Stetsasonic	Music for the Stetfully Insane	In Full Gear	1988	soul/funk/r&b
Gaynor, Gloria	Experience	Walk on By	1975	Das EFX	Krazy Wit Da Books	Straight Up Sewaside	1993	soul/funk/r&b
Gaynor, Gloria	Experience	Walk on By	1975	EPMD	Intrigued	Back In Business	1997	soul/funk/r&b
Graham Central Station	Ain't No Bout-A-Doubt It	The Jam	1975	Biz Markie	Pickin Boogers	Biz'S Baddest Beats	1995	soul/funk/r&b
Graham Central Station	Ain't No Bout-A-Doubt It	The Jam	1975	Chill Rob G	Court is Now in Session	Ride The Rhythm	1990	soul/funk/r&b
Graham Central Station	Ain't No Bout-A-Doubt It	The Jam	1975	DJ Jazzy Jeff & the Fresh Prince	Numero Uno	And In This Corner	1989	soul/funk/r&b
Graham Central Station	Ain't No Bout-A-Doubt It	The Jam	1975	Eric B & Rakim	Move the Crowd	Paid in Full	1987	soul/funk/r&b
Graham Central Station	Ain't No Bout-A-Doubt It	The Jam	1975	Insane Poetry	Six in the Chamber	Grim Reality	1992	soul/funk/r&b
Graham Central Station	Ain't No Bout-A-Doubt It	The Jam	1975	Jungle Brothers	Sounds of the Safari	Straight Out The Jungle	1988	soul/funk/r&b
Graham Central Station	Ain't No Bout-A-Doubt It	The Jam	1975	LL Cool J	Fast Peg	Walking With A Panther	1989	soul/funk/r&b
Graham Central Station	Ain't No Bout-A-Doubt It	The Jam	1975	MARRS	Pump up the Volume	Pump Up The Volume [CD Single)	1987	soul/funk/r&b
Graham Central Station	Ain't No Bout-A-Doubt It	The Jam	1975	Method Man	Release Yo' Delf	J-Love Presents: A Taste Of Tical 0 (The Prequel)	2003	soul/funk/r&b
Graham Central Station	Ain't No Bout-A-Doubt It	The Jam	1975	Notorious BIG	Friend of Mine	Ready To Die	1994	soul/funk/r&b
Graham Central Station	Ain't No Bout-A-Doubt It	The Jam	1975	Paris	The Days of Old	Sleeping With The Enemy	1992	soul/funk/r&b
Graham Central Station	Ain't No Bout-A-Doubt It	The Jam	1975	Soul II Soul	Back to Life	1989 Keep On Movin'	1989	soul/funk/r&b
Green, Al	Al Green is Love	I Wish You Were Here	1975	Lootpack	Wanna Test	Soundpieces: Da Antidote!	1999	soul/funk/r&b
Hot Chocolate	Hot Chocolate	You Sexy Thing	1975	A Tribe Called Quest	Can I Kick It?	The Anthology	1999	soul/funk/r&b
Hot Chocolate	Hot Chocolate	You Sexy Thing	1975	Del	Sunny Meadowz	I Wish My Brother George Was Here	1991	soul/funk/r&b
Isley Brothers	3 + 3	The Highway of My Life	1975	Black Sheep	Without a Doubt	Non-Fiction	1994	soul/funk/r&b
Isley Brothers	3 + 3	Summer Breeze	1975	DJ Shadow	Midnight in a Perfect World	Endtroducing.....	1996	soul/funk/r&b
Isley Brothers	The Heat is On	For the Love of You	1975	Common	Puppy Chow	Can I Borrow A Dollar?	1992	soul/funk/r&b
Isley Brothers	The Heat is On	For the Love of You	1975	DOC	From Ruthless 2 Death Row	Helter Skelter	1996	soul/funk/r&b
Isley Brothers	The Heat is On	For the Love of You	1975	Masta Ace	I. N. C. Ride	Sittin' On Chrome	1995	soul/funk/r&b
Isley Brothers	The Heat is On	For the Love of You	1975	Skee-Lo	This is How it Sounds	I Wish	1995	soul/funk/r&b
Isley Brothers	The Heat is On	For the Love of You	1975	Slick Rick	Sittin' in My Car	Behind Bars	1994	soul/funk/r&b
Isley Brothers	The Heat is On	Fight the Power	1975	Cypress Hill	The Phuncky Feel One	Cypress Hill	1991	soul/funk/r&b
Isley Brothers	The Heat is On	Fight the Power	1975	Insane Poetry	The House That Dripped Blood	Grim Reality	1992	soul/funk/r&b
Isley Brothers	The Heat is On	Fight the Power	1975	WC & the Maad Circle	Back on the Scene	Ain't A Damn Thang Changed	1991	soul/funk/r&b
Isley Brothers	The Heat is On	Make Me Say it Again, Girl	1975	Bone Thugs-N-Harmony	Crossroads	E. 1999 Eternal	1998	soul/funk/r&b
Isley Brothers	The Heat is On	Make Me Say it Again, Girl	1975	Naughty by Nature	Hip Hop Hooray	Nature's Finest	1995	soul/funk/r&b
J. B.'s, The	Hustle with Speed	(It's Not the Express) It's the JB's Monaurail	1975	Compton's Most Wanted	The Final Chapter	It's A Compton Thang?	1990	soul/funk/r&b
J. B.'s, The	Hustle with Speed	(It's Not the Express) It's the JB's Monaurail	1975	EPMD	Let the Funk Flow	Strictly Business	1988	soul/funk/r&b
J. B.'s, The	Hustle with Speed	(It's Not the Express) It's the JB's Monaurail	1975	Jaz	Put the Squeeze on 'Em	To Your Soul	1990	soul/funk/r&b
J. B.'s, The	Hustle with Speed	(It's Not the Express) It's the JB's Monaurail	1975	Nas	Nastradamus	Nastradamus	1999	soul/funk/r&b
J. B.'s, The	Hustle with Speed	Hang out and Hustle	1975	Naughty by Nature	Hang out & Hustle	Poverty's Paradise	1995	soul/funk/r&b
KC & the Sunshine Band	K.C. & the Sunshine Band	That's the Way	1975	2 Live Crew	Face Down, Ass Up	Banned In The U.S.A.	1990	soul/funk/r&b
KC & the Sunshine Band	K.C. & the Sunshine Band	That's the Way	1975	DJ Jazzy Jeff & the Fresh Prince	Scream	Code Red	1993	soul/funk/r&b
KC & the Sunshine Band	K.C. & the Sunshine Band	Get Down Tonight	1975	Bamboo	Bamboogie	Bamboogie	1997	soul/funk/r&b
KC & the Sunshine Band	K.C. & the Sunshine Band	Boogie Shoes	1975	Boo-Yaa T.R.I.B.E.	Psyko Funk	New Funky Nation	1990	soul/funk/r&b
KC & the Sunshine Band	K.C. & the Sunshine Band	Boogie Shoes	1975	Grand Puba	That's How We Move It	Reel To Reel	1992	soul/funk/r&b
KC & the Sunshine Band	K.C. & the Sunshine Band	Ain't Nothin' Wrong	1975	Digable Planets	Where I'm From	Reachin' (A New Refutation Of Time And Space)	1993	soul/funk/r&b
KC & the Sunshine Band	K.C. & the Sunshine Band	Ain't Nothin' Wrong	1975	Soul II Soul	Feeling Free	1989 Keep On Movin'	1989	soul/funk/r&b
KC & the Sunshine Band	K.C. & the Sunshine Band	What Makes You Happy	1975	Slum Village	Hold Tight	Fantastic Vol.2	2000	soul/funk/r&b
Kay Gees	Find a Friend	I Believe in Music	1975	Kool G Rap & DJ Polo	Cold Cuts	Road To The Riches	1989	soul/funk/r&b
Kendricks, Eddie	The Hit Man	Body Talk	1975	Coolio	N Da Closet	It Takes a Thief	1994	soul/funk/r&b
Kool and the Gang	Spirit of the Boogie	Spirit of the Boogie	1975	Notorious BIG	Friend of Mine	Ready To Die	1994	soul/funk/r&b
Kool and the Gang	Spirit of the Boogie	Jungle Jazz	1975	3rd Bass	Brooklyn-Queens	The Cactus Album (The Cactus CEE/D)	1989	soul/funk/r&b
Kool and the Gang	Spirit of the Boogie	Jungle Jazz	1975	Boo-Yaa T.R.I.B.E.	Rated R	New Funky Nation	1990	soul/funk/r&b
Kool and the Gang	Spirit of the Boogie	Jungle Jazz	1975	Brand Nubian	Drop the Bomb	One For All	1990	soul/funk/r&b
Kool and the Gang	Spirit of the Boogie	Jungle Jazz	1975	Hi-C	Leave My Curl Alone	Skanless	1991	soul/funk/r&b
Kool and the Gang	Spirit of the Boogie	Jungle Jazz	1975	Incognito	Roots (Back to a Way of Life)	100 Degrees And Rising	1995	soul/funk/r&b
Kool and the Gang	Spirit of the Boogie	Jungle Jazz	1975	Gus Gus	Believe	Polydistortion	1997	soul/funk/r&b
Kool and the Gang	Spirit of the Boogie	Jungle Jazz	1975	MARRS	Pump up the Volume	Pump Up The Volume [CD Single)	1987	soul/funk/r&b
Kool and the Gang	Spirit of the Boogie	Jungle Jazz	1975	Stetsasonic	So Let the Fun Begin	Blood, Sweat &#038; No Tears	1991	soul/funk/r&b
Kool and the Gang	Spirit of the Boogie	Mother Earth	1975	3rd Bass	Steppin' to the A.M.	The Cactus Album (The Cactus CEE/D)	1989	soul/funk/r&b
